id	en	hu
479	Óznak egy óra a dárda, és két óra a marokkő.	Óznak egy óra a dárda, és két óra a marokkő.
480	"Két nézőpontot különböztethetünk itt meg: a vízvezeték szerelő azt kérdezné: ""hol a víz?"	"Két nézőpontot különböztethetünk itt meg: a vízvezeték szerelő azt kérdezné: ""hol a víz?"
481	És úgy hisszük, ezért emlékeznek a mai előadásra.	És úgy hisszük, ezért emlékeznek a mai előadásra.
482	Ha engedélyezed a márkák megjelenését, a reklámozás is bekövetkezik.	Ha engedélyezed a márkák megjelenését, a reklámozás is bekövetkezik.
483	"A legtöbb lány kételkedett az ötletben, és azt mondták: ""Megőrültél?"	"A legtöbb lány kételkedett az ötletben, és azt mondták: ""Megőrültél?"
484	Nos, nem becsülnénk igazán a boldogságot, ha nem ismernénk a nem boldogságot.	Nos, nem becsülnénk igazán a boldogságot, ha nem ismernénk a nem boldogságot.
485	A tranzakciókat interakciókká változtatta, és a nagylelkűséget pénznemmé.	A tranzakciókat interakciókká változtatta, és a nagylelkűséget pénznemmé.
486	A világ legöregebb élőlényei múltunk emlékeit őrzik, cselekvésre ösztönöznek jelenünkben, és jövőnk barométereiként szolgálnak.	A világ legöregebb élőlényei múltunk emlékeit őrzik, cselekvésre ösztönöznek jelenünkben, és jövőnk barométereiként szolgálnak.
487	Hét százas és húsz -- két tízest, ide.	Hét százas és húsz -- két tízest, ide.
488	És még van az egy, meg négy, az öt.	És még van az egy, meg négy, az öt.
489	A matektanárok esetében a szakképesítés megszerzésének van mérhető hatása.	A matektanárok esetében a szakképesítés megszerzésének van mérhető hatása.
490	Tehát ő tulajdonképpen egy dobogó szövetet növesztett egy edényben.	Tehát ő tulajdonképpen egy dobogó szövetet növesztett egy edényben.
491	Nem könnyű ezt kérni tőle, de muszály. Sajnálom.	Nem könnyű ezt kérni tőle, de muszály. Sajnálom.
492	A cimkézés egy kooperatív infrastruktúra, ami osztályozásra való.	A cimkézés egy kooperatív infrastruktúra, ami osztályozásra való.
493	Ma három rövid történetet szeretnék elmesélni az életemből.	Ma három rövid történetet szeretnék elmesélni az életemből.
494	Szeretném ha visszatérnének a régi idők, de ez nem fog többé megtörténni.	Szeretném ha visszatérnének a régi idők, de ez nem fog többé megtörténni.
495	A II. világháborúban járunk, egy német fogolytáborban, és ez a férfi,	A II. világháborúban járunk, egy német fogolytáborban, és ez a férfi,
496	Egy mítosz szimbolikájával megerősítve, és a gyakorlásom szenvedélyével,	Egy mítosz szimbolikájával megerősítve, és a gyakorlásom szenvedélyével,
497	Talán láttak képeket a választások utáni erőszakról, ami 2008-ban történt.	Talán láttak képeket a választások utáni erőszakról, ami 2008-ban történt.
498	És ezt a táncomban találtam meg. A táncomban, az erőmben, az energiámban, a szenvedélyemben, az életem lélegzetében.	És ezt a táncomban találtam meg. A táncomban, az erőmben, az energiámban, a szenvedélyemben, az életem lélegzetében.
499	A biztosítás védi a belső mozgó alkatrészeket a szennyeződéstől	A biztosítás védi a belső mozgó alkatrészeket a szennyeződéstől
500	És nem lennék őszinte, ha nem tenném szóvá őket.	És nem lennék őszinte, ha nem tenném szóvá őket.
501	Köszönöm hölgyem a beszédet, a következő felszólaló a listámon...	Köszönöm hölgyem a beszédet, a következő felszólaló a listámon...
502	Ez tulajdonképpen a bábok eredettörténete, a kétségbeesett élni akarás.	Ez tulajdonképpen a bábok eredettörténete, a kétségbeesett élni akarás.
503	A levegő sűrű a melegtől és a portól, és nehéz lélegezni.	A levegő sűrű a melegtől és a portól, és nehéz lélegezni.
504	Hazamehetnék és főzhetnék egy ízletes ételt ezekből a hozzávalókból.	Hazamehetnék és főzhetnék egy ízletes ételt ezekből a hozzávalókból.
505	A fül lecsípés egy hasonló procedúra, szintén érzéstelenítés nélkül végzik.	A fül lecsípés egy hasonló procedúra, szintén érzéstelenítés nélkül végzik.
506	Különös, de ez a rész a legszórakoztatóbb a játékban.	Különös, de ez a rész a legszórakoztatóbb a játékban.
507	A kapcsolódás és az interaktív ábrázolás gazdagítja az értelmezést.	A kapcsolódás és az interaktív ábrázolás gazdagítja az értelmezést.
508	A patkányokat az 1950-es évek óta használják sokféle kísérletben.	A patkányokat az 1950-es évek óta használják sokféle kísérletben.
509	És szeretném látni Svédországot és az Egyesült Államokat.	És szeretném látni Svédországot és az Egyesült Államokat.
510	Felállítottunk egy kis kóstolóstandot, egész közel a bejárathoz.	Felállítottunk egy kis kóstolóstandot, egész közel a bejárathoz.
511	És újra és újra azt látjuk, ez történik a technológia által támogatott a világban.	És újra és újra azt látjuk, ez történik a technológia által támogatott a világban.
512	A ruhákon sem találtunk.Vagy az szórhatta el aki itt járt.	A ruhákon sem találtunk.Vagy az szórhatta el aki itt járt.
513	Legalább el kéne ismernünk ezt, de nem tesszük.	Legalább el kéne ismernünk ezt, de nem tesszük.
514	Nos, egy párszor már felmerült az oxigén esetünkben.	Nos, egy párszor már felmerült az oxigén esetünkben.
515	Ha milliárd évekig utazgatnánk, kb. így nézne ki.	Ha milliárd évekig utazgatnánk, kb. így nézne ki.
516	Szeretném ha látnád az ajtó színét, az anyagát, amiből készült.	Szeretném ha látnád az ajtó színét, az anyagát, amiből készült.
517	Van még itt valami,megvárom mi derül még ki a végén.	Van még itt valami,megvárom mi derül még ki a végén.
518	Ezért a Gapmindernél saját térképet készítettünk, és ez így néz ki.	Ezért a Gapmindernél saját térképet készítettünk, és ez így néz ki.
519	Ma ürítsék ki és készítsék elő a vendég házat.	Ma ürítsék ki és készítsék elő a vendég házat.
520	Ami a fényképet, az ügyfél is nyugodjék békében.	Ami a fényképet, az ügyfél is nyugodjék békében.
521	Meg tudnátok határozni a földfelszín egy pontját ha ismernétek a műhold helyét?	Meg tudnátok határozni a földfelszín egy pontját ha ismernétek a műhold helyét?
522	Az én üzenetem Obamának az, ami a Cartagenában múlt hónapban ülésező	Az én üzenetem Obamának az, ami a Cartagenában múlt hónapban ülésező
523	Talán nem 100%-ig értük el, de legalább 60%-ig elértük a célokat.	Talán nem 100%-ig értük el, de legalább 60%-ig elértük a célokat.
524	A hála áradjon szét és váljon áldásokká körülötted.	A hála áradjon szét és váljon áldásokká körülötted.
525	Ugyanígy rendkívül nehéz egy makócápa közelébe férkőzni, és megjelölni.	Ugyanígy rendkívül nehéz egy makócápa közelébe férkőzni, és megjelölni.
526	Átszúrom a bőröm és keresztüldöföm ezt a tűt.	Átszúrom a bőröm és keresztüldöföm ezt a tűt.
527	De ha pozitívabb példát szeretnének, ez a GM autó.	De ha pozitívabb példát szeretnének, ez a GM autó.
528	Ez szégyen , igazán.- De ez az eljárás .	Ez szégyen , igazán.- De ez az eljárás .
529	Jó éjszakát ismét .- Önnek is , Ömer úr .	Jó éjszakát ismét .- Önnek is , Ömer úr .
530	Találkoztam ott a miniszterelnökkel, aki elmesélte országa menekülési stratégiáját.	Találkoztam ott a miniszterelnökkel, aki elmesélte országa menekülési stratégiáját.
531	A vérerek a kezünkön a földi vízfolyásokat mintázzák.	A vérerek a kezünkön a földi vízfolyásokat mintázzák.
532	Ez a lehetőség nem vész el végképp. Nem vész el.	Ez a lehetőség nem vész el végképp. Nem vész el.
533	Mi a határvonal, az életszerű és a valóban élő között?	Mi a határvonal, az életszerű és a valóban élő között?
534	Megnézheted a szemináriumot is, ami a negatív számok összeadásáról és kivonásáról szól.	Megnézheted a szemináriumot is, ami a negatív számok összeadásáról és kivonásáról szól.
535	De hát a törtekkel való összeadás és kivonás kissé kacifántos ...	De hát a törtekkel való összeadás és kivonás kissé kacifántos ...
536	De amilyük van, az a hihetetlenül jó szociális készség.	De amilyük van, az a hihetetlenül jó szociális készség.
537	Hozzá tudják igazítani a végkövetkeztetések erejét a bizonyíték erejéhez.	Hozzá tudják igazítani a végkövetkeztetések erejét a bizonyíték erejéhez.
538	Ezért akárhányszor látsz egy számot, látsz egy megfelelő színt is, és ez az oka a szinesztéziának.	Ezért akárhányszor látsz egy számot, látsz egy megfelelő színt is, és ez az oka a szinesztéziának.
539	A rés a semmittevés és a cselekvés között van.	A rés a semmittevés és a cselekvés között van.
540	De én megsebesült és a fájdalom, és fáradt ...	De én megsebesült és a fájdalom, és fáradt ...
541	A kimatikát használhatjuk gyönyörű természetes művészeti formaként is.	A kimatikát használhatjuk gyönyörű természetes művészeti formaként is.
542	Megnézhetjük a Föld, a földfény spektrumát, és ez elég egyértelmű jel.	Megnézhetjük a Föld, a földfény spektrumát, és ez elég egyértelmű jel.
543	Márpedig fiúk és lányok között óriási a különbség	Márpedig fiúk és lányok között óriási a különbség
544	És ő jelentős segélyt fordított kutatásra, kísérletezésre, bukásra, újításra és újabb próbálkozásra.	És ő jelentős segélyt fordított kutatásra, kísérletezésre, bukásra, újításra és újabb próbálkozásra.
545	A Zöld Iskolát modellként építettük a világ számára.	A Zöld Iskolát modellként építettük a világ számára.
546	A biztonságérzet része az egészségérzetnek, főleg a mentális egészségnek.	A biztonságérzet része az egészségérzetnek, főleg a mentális egészségnek.
547	De aztán, hosszú idő elteltével, milliárd évekkel később, megszereztük a második replikátort, a mémeket.	De aztán, hosszú idő elteltével, milliárd évekkel később, megszereztük a második replikátort, a mémeket.
548	Az összes nép mindössze kulturális opció, az élet különböző látásmódjai.	Az összes nép mindössze kulturális opció, az élet különböző látásmódjai.
549	A környezetünk határoz meg és a kölcsönhatásunk a környezettel -- az ökológiánk.	A környezetünk határoz meg és a kölcsönhatásunk a környezettel -- az ökológiánk.
550	Menekült táborokban fogadták őket az Albániában és Macedóniában üzemelő segélyszervezetek.	Menekült táborokban fogadták őket az Albániában és Macedóniában üzemelő segélyszervezetek.
551	Súlyos állapotban van a lába,lehet artériás vérzés .	Súlyos állapotban van a lába,lehet artériás vérzés .
552	De már nem szenvedünk hiányt gyári munkásokból többé.	De már nem szenvedünk hiányt gyári munkásokból többé.
553	A szentségit, itt még a könyvek is növényekből készültek.	A szentségit, itt még a könyvek is növényekből készültek.
554	Van egy ház a az erdő közepén,és ott ülünk a tornácon , például.	Van egy ház a az erdő közepén,és ott ülünk a tornácon , például.
555	Mi történik hát, ha elkezdjük az öt érzék elméletét használni az összes tervünkben?	Mi történik hát, ha elkezdjük az öt érzék elméletét használni az összes tervünkben?
556	Vegyük a legutóbbi pénzügyi válságot a második világháború után.	Vegyük a legutóbbi pénzügyi válságot a második világháború után.
557	Japán fordulóponthoz ért, a döntés az önök kezében van.	Japán fordulóponthoz ért, a döntés az önök kezében van.
558	Készítsünk egy számegyenest és jelöljük be egészen 7-ig.	Készítsünk egy számegyenest és jelöljük be egészen 7-ig.
559	Én hülye, itt próbáltam az előadásomat a körutam előtt.	Én hülye, itt próbáltam az előadásomat a körutam előtt.
560	A politikusainktól ezt tulajdonképpen elvárjuk és nem is remélünk többet.	A politikusainktól ezt tulajdonképpen elvárjuk és nem is remélünk többet.
561	Tizenkettő meg egy és kettő -- tizenkettő meg egy az tizenhárom.	Tizenkettő meg egy és kettő -- tizenkettő meg egy az tizenhárom.
562	A matematikában kétféle érvelés van: a deduktív és az induktív.	A matematikában kétféle érvelés van: a deduktív és az induktív.
563	A hasnyálmirigy rákkal való küzdelmem másfél éve kezdődött.	A hasnyálmirigy rákkal való küzdelmem másfél éve kezdődött.
564	Remegtél , miközben ő beléd szúrta a tűt .	Remegtél , miközben ő beléd szúrta a tűt .
565	Ez a Szemüveg mögötti vízió, ezért készítettük ezt a formát.	Ez a Szemüveg mögötti vízió, ezért készítettük ezt a formát.
566	A hússal együtt a vérüket is fel fogják használni.	A hússal együtt a vérüket is fel fogják használni.
567	Miért kéne a kórházba érkezésükre várnunk, mielőtt elkezdenénk a vizsgálatukat?	Miért kéne a kórházba érkezésükre várnunk, mielőtt elkezdenénk a vizsgálatukat?
568	Megtámadja a fiút a szemünk láttára, és még a pólóját is letépi.	Megtámadja a fiút a szemünk láttára, és még a pólóját is letépi.
569	Azokután ami legutóbb történt elég vékony jégen táncol.	Azokután ami legutóbb történt elég vékony jégen táncol.
