id	en	fa
278	Verily those against whom the word of your Lord is pronounced will never believe	مسلماً کسانی که عذاب پروردگارت بر آنان محقق و ثابت شده، ایمان نمی آورند
279	"When asked to believe as others do, they say: ""Should we believe like fools?"" And yet they are the fools, even though they do not know"	چون به آنان گویند: ایمان آورید چنان که دیگر مردم ایمان آوردند می گویند: آیا ما هم مانند سبک مغزان ایمان آوریم؟! آگاه باشید! قطعاً اینان خود سبک مغزند، ولی [از شدت کوردلی به این حقیقت] آگاه نیستند
280	We have sent down this Exposition, and We will guard it	همانا ما قرآن را نازل کردیم، و یقیناً ما نگهبان آن [از تحریف و زوال] هستیم
281	We sent Moses with Our signs and full authority	همانا موسی را با نشانه های خود و برهانی روشن فرستادیم،
282	O believers, go out in the cause of God, (whether) light or heavy, and strive in the service of God, wealth and soul. This is better for you if you understand	با شتاب با تجهیزات سبک و سنگین [و سواره، پیاده، پیر و جوان به سوی میدان نبرد] بیرون روید، و با اموال و جان هایتان در راه خدا جهاد کنید که اگر دانا [یِ به حقایق] باشید این برای شما بهتر است
283	Follow what is revealed to you, and persist until God pronounce His judgement; for He is the best of all judges	و از آنچه به سویت وحی می شود، پیروی کن و [در برابر پیش آمدها و تکذیب منکران] شکیبا باش تا خدا [میان تو و مخالفانت] داوری کند؛ و او بهترین داوران است
284	It is for the Prophet to convey the message: God knows what you reveal and what you hide	بر عهده پیامبر جز رساندن [پیام خدا] نیست. و خدا آنچه را آشکار می کنید و آنچه را پنهان می دارید، می داند
285	We made unlawful for the Jews all animals with claws or nails, and the fat of the oxen and sheep, except that on their backs or their intestines, or which remains attached to their bones. This was the punishment for their insubordination; and what We say is true	و هر حیوان ناخن دار، و پیه گاو و گوسفند را بر یهودیان حرام کردیم مگر چربی هایی که بر پشت یا روده های آنان است یا آنچه آمیخته و مخلوط با استخوان است؛ این [تحریم] را به سبب ستم کردنشان به آنان کیفر دادیم، و یقیناً ما راستگوییم
286	We have sent down this Book to you that you may explain to them what it is that they are differing about, and as guidance and a grace for those who believe	ما این کتاب را بر تو نازل نکردیم مگر برای اینکه حقایقی را که در آن اختلاف کرده اند، برای آنان توضیح دهی [تا از آرا، نظریات وسلیقه های باطلشان نسبت به حقایق دست بردارند] و برای مردمی که ایمان دارند [مایه] هدایت و رحمت باشد
287	O you who believe, do not be faithless to God and His Apostle, nor violate your trusts knowingly	ای اهل ایمان! [با فاش کردنِ اسرار و جاسوسی برای دشمن] به خدا و پیامبر خیانت نکنید، و به امانت های میان خود هم خیانت نورزید، در حالی که می دانید [خیانت، عملی بسیار زشت است
288	But those who disbelieve and deny Our revelations are the people of Hell	وکسانی که کافر شدند و آیات ما را تکذیب کردند، اهل دوزخ اند
289	And when I have fashioned him and breathed into him of My spirit, bow before him in homage	پس چون او را درست و نیکو گردانم و از روح خود در او بدمم، برای او سجده کنان بیفتید
