id	en	ur
410	So that when at last We open up the gate of severe punishment on them they will be overwhelmed with despair	یہاں تک کہ جب ہم نے ان پر سخت عذاب کا دروازہ کھولا تو فوراً اس میں نا امید ہوگئے
411	Those who did not believe and rejected Our signs and the meeting in the Hereafter, will be given over to punishment	اور جنہوں نے کفر کیا اور ہماری آیتوں اور آخرت کے آنے کو جھٹلایا۔ وہ عذاب میں ڈالے جائیں گے
412	Do you not know that God knows whatever is in the heavens and the earth? This is surely in accordance with the law. This is certainly how (the law of) God works inevitably	کیا تم نہیں جانتے کہ جو کچھ آسمان اور زمین میں ہے خدا اس کو جانتا ہے۔ یہ (سب کچھ) کتاب میں (لکھا ہوا) ہے۔ بےشک یہ سب خدا کو آسان ہے
413	What We have revealed to you of the Book is the truth, and proves (what has been sent) before it to be true. Verily God is informed of His creatures and sees everything	اور وہ کتاب جو ہم نے آپ کی طرف وحی کی ہے وہ ٹھیک ہے ا س کتاب کی تصدیق کرنے والی ہے جو اس سے پہلے آ چکی بے شک الله اپنے بندو ں سے باخبر دیکھنے والا ہے
414	A mercy from your Lord. Verily He is all-hearing and all-knowing	آپ کے پروردگار کی رحمت ہے بے شک وہی سب کچھ سننے والا جاننے والا ہے
415	They and their companions will recline on couches in the shade	وہ اوران کی بیویاں سایوں میں تختوں پر تکیہ لگائے ہوئے بیٹھے ہوں گے
416	That it is He who makes you rich and contented	اور یہ کہ وہی غنی اور سرمایہ دار کرتا ہے
417	"We favoured David with excellence, (and commanded): ""O Jibal and Tair, glorify the greatness of God with him."" And We made iron pliable for him"	اور بے شک ہم نے داؤد کو اپنی طرف سے بزرگی دی تھی اے پہاڑو ان کی تسبیح کی آواز کا جواب دیا کرو اور پرندوں کو تابع کر دیا تھا اور ہم نے ان کے لیے لوہا نرم کر دیا تھا
418	O sons of Adam, when apostles come to you from among you, who convey My messages, then those who take heed and amend will have neither fear nor regret	اے ادم کی اولاد اگر تم میں سے تمہارے پاس رسول آئیں جو تمہیں میری آیتیں سنائیں پھر جو شخص ڈرے گا اور اصلاح کرے گا ایسوں پر کوئی خوف نہ ہوگا اور نہ وہ غم کھائیں گے
419	"When you recite Our revelations to him, he says: ""These are fables of long ago"	جب اس پر ہماری آیتیں پڑھی جاتی ہیں تو کہتا ہے پہلوں کی کہانیاں ہیں
420	"When asked to believe as others do, they say: ""Should we believe like fools?"" And yet they are the fools, even though they do not know"	اور جب انہیں کہا جاتا ہے ایمان لاؤ جس طرح اور لوگ ایمان لائے ہیں تو کہتے ہیں کیا ہم ایمان لائیں جس طرح بے وقوف ایمان لائے ہیں خبردار وہی بے وقوف ہیں لیکن نہیں جانتے
421	But if you deny, then many a people have denied before you. The duty of the apostle is to convey the message clearly	اور اگر تم (میری) تکذیب کرو تو تم سے پہلے بھی اُمتیں (اپنے پیغمبروں کی) تکذیب کرچکی ہیں۔ اور پیغمبر کے ذمے کھول کر سنا دینے کے سوا اور کچھ نہیں
422	"They said: ""There will be no harm. We shall return to our Lord"	انہوں نے کہا کہ کچھ نقصان (کی بات) نہیں ہم اپنے پروردگار کی طرف لوٹ جانے والے ہیں
423	What! Do the (unbelievers) expect that the angels should descend, or the sentence of your Lord come to pass? So had the people done before them; yet God did not wrong them, they wronged themselves	کیا اب اس کے منتظر ہیں کہ ان پر فرشتے آویں یا تیرے رب کا حکم آئے اسی طرح ان سے پہلوں نے بھی کیا تھا اور الله نے ان پر ظلم نہیں کیا اور لیکن وہ اپنے نفسوں پر ظلم کرتے تھے
424	Fight those in the way of God who fight you, but do not be aggressive: God does not like aggressors	اور جو لوگ تم سے لڑتے ہیں تم بھی خدا کی راہ میں ان سے لڑو مگر زیادتی نہ کرنا کہ خدا زیادتی کرنے والوں کو دوست نہیں رکھتا
425	As though they had not dwelt there at all. Beware! Condemmed were the people of Midian as those of Thamud had been before them	گویا ان میں کبھی بسے ہی نہ تھے۔ سن رکھو کہ مدین پر (ویسی ہی) پھٹکار ہے جیسی ثمود پر پھٹکار تھی
426	The sorcerers fell to the ground in homage	یہ کیفیت دیکھ کر) جادوگر سجدے میں گر پڑے
427	Undeflowered by man or by jinn before them	نہ انہیں ان سےپہلے کسی انسان نے اور نہ کسی جن نے چھوا ہوگا
428	"He sends the angels with revelation by His command, to any of His creatures as He please, (saying): ""Warn that there is no god but I, so fear Me"	وہی فرشتوں کو پیغام دے کر اپنے حکم سے اپنے بندوں میں سے جس کے پاس چاہتا ہے بھیجتا ہے کہ (لوگوں کو) بتادو کہ میرے سوا کوئی معبود نہیں تو مجھی سے ڈرو
429	Do you not see how God sends down water from the sky and in the morning the earth turns green? Truly God is benign and well-informed	کیا تم نہیں دیکھتے کہ خدا آسمان سے مینہ برساتا ہے تو زمین سرسبز ہوجاتی ہے۔ بےشک خدا باریک بین اور خبردار ہے
430	They are the chosen ones, the excellent in Our sight	اور بے شک وہ ہمارے نزدیک برگزیدہ بندوں میں سے تھے
431	It is a promise of God; and God does not go back on His promise. Yet most men do not understand	یہ) خدا کا وعدہ (ہے) خدا اپنے وعدے کے خلاف نہیں کرتا لیکن اکثر لوگ نہیں جانتے
432	"As for those who disobey, their abode is Hell. Whensoever they wish to escape from it they would be dragged back into it, and told: ""Taste the torment of the Fire which you used to call a lie"	اور جنہوں نے نافرمانی کی ان کا ٹھکانا آگ ہے جب وہاں سے نکلنے کا ارداہ کریں گے تو اس میں پھر لوٹا دیئے جائیں گے اور انہیں کہا جائے گا آگ کا وہ عذاب چکھو جسے تم جھٹلایا کرتے تھے
433	"Call on your Lord for us, they said, ""that He might inform us what kind she should be."" ""Neither old nor young, says God, but of age in between,"" answered Moses. ""So do as you are bid"	انہوں نے کہا ہمارے لیے اپنے رب سے دعا کر ہمیں بتائے کہ وہ گائے کیسی ہے کہا وہ فرماتا ہے کہ وہ ایک ایسی گائے ہے نہ بوڑھی اور نہ بچہ اس کے درمیان ہے پس کر ڈالو جو تمہیں حکم دیا جاتا ہے
434	When we are dead and turned to dust and bones, how can we be raised again	کیا جب ہم مر جائیں گے اور مٹی اور ہڈیاں ہو جائیں گے تو کیا ہم پھر اٹھائے جائیں گے
435	That We bore their progeny in the laden ark is a sign for them	اور ان کے لیے یہ بھی نشانی ہے ہم نے ان کی نسل کوبھری کشتی میں سوار کیا
436	THE DECREE of GOD will surely come; so do not try to hasten it: Too glorious and high is He for what they associate with Him	خدا کا حکم (یعنی عذاب گویا) آ ہی پہنچا تو (کافرو) اس کے لیے جلدی مت کرو۔ یہ لوگ جو (خدا کا) شریک بناتے ہیں وہ اس سے پاک اور بالاتر ہے
437	He who turns his face to God in submission and does good, holds fast to a handle that is strong; for the resultance of things rests with God	اور جو شخص اپنے تئیں خدا کا فرمانبردار کردے اور نیکوکار بھی ہو تو اُس نے مضبوط دستاویز ہاتھ میں لے لی۔ اور (سب) کاموں کا انجام خدا ہی کی طرف ہے
438	So be not grieved by what they say. We certainly know what they hide and disclose	تو ان کی باتیں تمہیں غمناک نہ کردیں۔ یہ جو کچھ چھپاتے اور جو کچھ ظاہر کرتے ہیں ہمیں سب معلوم ہے
439	O believers, eat what is good of the food We have given you, and be grateful to God, if indeed you are obedient to Him	اے ایمان والو پاکیزہ چیزوں میں سے کھاؤ جو ہم نے تمہیں عطا کی اور الله کا شکر کرو اگر تم اس کی عبادت کرتے ہو
440	I did not call them to witness the creation of the heavens and the earth, nor their own creation. I would not take as helpers those who lead (men) astray	میں نے ان کو نہ تو آسمانوں اور زمین کے پیدا کرنے کے وقت بلایا تھا اور نہ خود ان کے پیدا کرنے کے وقت۔ اور میں ایسا نہ تھا کہ گمراہ کرنے والوں کو مددگار بناتا
441	"Bring him before the people, they said, ""that they may bear witness"	کہنے لگے اسے لوگوں کے سامنے لے آؤ تاکہ وہ دیکھیں
